"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","","","5286","","BuscarPersonagemEspecificoTest","","BuscarPersonagemEspecificoTest","","testQuandoBuscoUmPersonagemEspecificoEntaoObtenhoStatusCode200EOsDadosDaResposta",""
"passed","","","1362","","com.swapi.BuscarEspaconaveEspecificaTest","","com.swapi.BuscarEspaconaveEspecificaTest","","testQuandoBuscoUmaEspaconaveEspecificaEntaoObtenhoStatusCode200EOsDadosDaResposta",""
"passed","","","8560","","ListarFilmesTest","","ListarFilmesTest","","testQuandoListoOsFilmesEntaoObtenhoStatusCode200EOsDadosDaResposta",""
"passed","","","4473","","ListarPersonagensTest","","ListarPersonagensTest","","testQuandoListoOsPersonagensEntaoObtenhoStatusCode200EOsDadosDaResposta",""
"passed","","","2418","","ListarEspaconavesTest","","ListarEspaconavesTest","","testQuandoListoAsEspaconavesEntaoObtenhoStatusCode200EOsDadosDaResposta",""
"passed","","","1436","","com.swapiTests.BuscarVeiculoEspecificoTest","","com.swapiTests.BuscarVeiculoEspecificoTest","","testQuandoBuscoUmVeiculoEspecificoEntaoObtenhoStatusCode200EOsDadosDaResposta",""
"passed","","","2464","","com.swapiTests.ListarVeiculosTest","","com.swapiTests.ListarVeiculosTest","","testQuandoListoOsVeiculosEntaoObtenhoStatusCode200EOsDadosDaResposta",""
"passed","","","2265","","BuscarFilmeEspecificoTest","","BuscarFilmeEspecificoTest","","testQuandoBuscoUmFilmeEspecificoEntaoObtenhoStatusCode200EOsDadosDaResposta",""
