"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","","","2135","","ListarEspaconavesTest","","ListarEspaconavesTest","","testQuandoListoAsEspaconavesEntaoObtenhoStatusCode200EOsDadosDaResposta",""
"passed","","","8077","","ListarFilmesTest","","ListarFilmesTest","","testQuandoListoOsFilmesEntaoObtenhoStatusCode200EOsDadosDaResposta",""
"passed","","","5062","","BuscarPersonagemEspecificoTest","","BuscarPersonagemEspecificoTest","","testQuandoBuscoUmPersonagemEspecificoEntaoObtenhoStatusCode200EOsDadosDaResposta",""
"passed","","","3841","","ListarPersonagensTest","","ListarPersonagensTest","","testQuandoListoOsPersonagensEntaoObtenhoStatusCode200EOsDadosDaResposta",""
"passed","","","1092","","com.swapiTests.BuscarVeiculoEspecificoTest","","com.swapiTests.BuscarVeiculoEspecificoTest","","testQuandoBuscoUmVeiculoEspecificoEntaoObtenhoStatusCode200EOsDadosDaResposta",""
"passed","","","1777","","BuscarFilmeEspecificoTest","","BuscarFilmeEspecificoTest","","testQuandoBuscoUmFilmeEspecificoEntaoObtenhoStatusCode200EOsDadosDaResposta",""
"passed","","","1233","","com.swapi.BuscarEspaconaveEspecificaTest","","com.swapi.BuscarEspaconaveEspecificaTest","","testQuandoBuscoUmaEspaconaveEspecificaEntaoObtenhoStatusCode200EOsDadosDaResposta",""
"passed","","","2041","","com.swapiTests.ListarVeiculosTest","","com.swapiTests.ListarVeiculosTest","","testQuandoListoOsVeiculosEntaoObtenhoStatusCode200EOsDadosDaResposta",""
